processo,uf,municipio,codigo_ibge,orgao,objeto_compra,link_portal,parecer_geral,prioridade,deve_priorizar,modo_processamento,contexto_dominante,justificativa,recomendacao_motivo,total_itens,aderencia_direta,aderencia_parcial_forte,aderencia_parcial_fraca,falso_positivo_lexical,nao_aderente,valor_estimado,valor_homologado,data_encerramento,srp,situacao,provedor,modelo,analisado_em,custo_usd,tok_in,tok_out,cache_r,cache_w,n_chamadas_llm,lat_ms_total
18629840000183-1-000018/2026,MG,Poços de Caldas,3151800,MUNICIPIO DE POCOS DE CALDAS,[Portal de Compras Públicas] - FORNECIMENTO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL - SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS,https://www.portaldecompraspublicas.com.br/processos/MG/Prefeitura-Municipal-de-Pocos-de-Caldas-3181/RPE-10-2026-2026-463412,NAO_ADERENTE,DESCARTAR,0,llm,Fornecimento de equipamentos de proteção individual genéricos para administração pública municipal,"Licitação focada em EPI genérico de rotina administrativa e industrial comum, não em equipamentos técnico-operacionais de emergência que caracterizam o portfólio Resgatécnica","Licitação de EPI genérico administrativo. Resgatécnica é especialista em EPI técnico-operacional de emergência (resgate, incêndio, mergulho, altura). Mercados incompatíveis. Sem oportunidade comercial real.",2,0,0,0,0,2,924521.13,,2026-05-11,1,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:03:46,0.0106,1424,1162,60165,0,1,8184
18629840000183-1-000319/2025,MG,Poços de Caldas,3151800,MUNICIPIO DE POCOS DE CALDAS,"[Portal de Compras Públicas] - FORNECIMENTO DE CURATIVOS /COBERTURAS ESPECIAIS, PARA ATENDER A DEMANDA DAS UNIDADES BÁSICAS DE SAÚDE - SECRETARIA MUNICIPAL DE SAÚDE.",https://www.portaldecompraspublicas.com.br/processos/MG/Prefeitura-Municipal-de-Pocos-de-Caldas-3181/RPE-104-2025-2026-470092,NAO_ADERENTE,DESCARTAR,0,llm,Fornecimento de curativos e coberturas especiais para Unidades Básicas de Saúde (UBS) - demanda hospitalar/clínica de rotina,"Licitação é para consumíveis hospitalares de rotina (curativos, coberturas, cremes de barreira) destinados a UBS. Resgatécnica é fornecedora especializada em equipamentos operacionais de emergência/resgate, não em insumos hospitalares genéricos de consumo contínuo.","Licitação é para consumíveis hospitalares genéricos de rotina (curativos, coberturas, cremes). Resgatécnica é especializada em equipamentos operacionais de emergência/resgate. Não há compatibilidade comercial real. Mercados, canais de distribuição, clientes finais e tipo de fornecimento são completa…",6,0,0,0,0,6,1079635.0,,2026-04-29,1,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:13:50,0.01411,2091,1906,60165,0,1,12296
18659334000137-1-000051/2026,MG,Campo Belo,3111200,MUNICIPIO DE CAMPO BELO,REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE APARELHO DE RAIO-X DIGITAL MÓVEL PARA ATENDER AS DEMANDAS DA UNIDADE DE PRONTO ATENDIMENTO - UPA 24 HORAS,,NAO_ADERENTE,DESCARTAR,0,llm,Aquisição de equipamento de diagnóstico médico (raio-X digital móvel) para unidade de pronto atendimento hospitalar,"Raio-X digital móvel é equipamento de diagnóstico médico hospitalar. Resgatécnica atua em operações críticas, resgate e emergência, não em imagiologia ou equipamentos hospitalares de diagnóstico.",Licitação de equipamento médico-hospitalar. Resgatécnica não fornece equipamentos de diagnóstico médico ou imagiologia. Mercado completamente distinto.,1,0,0,0,0,1,0.0,,2026-05-04,1,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:00:49,0.009476,1129,940,60165,0,1,6800
18659334000137-1-000058/2026,MG,Campo Belo,3111200,MUNICIPIO DE CAMPO BELO,Registro de preços para futura e eventual aquisição de Aparelho de RAIO-X Digital Móvel para atender as demandas da Unidade de Pronto Atendimento – UPA 24 horas.,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=98422305900162026,NAO_ADERENTE,DESCARTAR,0,llm,Aquisição de aparelho de raio-X digital móvel para unidade de pronto atendimento hospitalar (UPA 24h) de município,"Licitação pertence ao mercado de equipamentos médico-hospitalares de diagnóstico. Resgatécnica é fornecedora de equipamentos operacionais para emergências e resgate, não de equipamentos de diagnóstico médico.","Licitação completamente fora do nicho técnico-operacional da Resgatécnica. Equipamento de diagnóstico médico não integra portfólio de resgate, emergência ou proteção individual.",1,0,0,0,0,1,0.0,,2026-05-04,1,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:00:58,0.009594,1091,977,60165,0,1,7709
18659334000137-1-000209/2026,MG,Campo Belo,3111200,MUNICIPIO DE CAMPO BELO,"Contratação de empresa especializada para locação de equipamentos reprográficos  multifuncionais, e locação de scanners de mesa, destinados a prestação de serviços de impressão, cópia e digitalização de documentos visando atender as necessidades de todos os setores da prefeitura.",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=98422305900422026,NAO_ADERENTE,DESCARTAR,0,llm,"Locação de equipamentos reprográficos (impressoras multifuncionais, plotters, scanners) para uso administrativo em prefeitura municipal",Licitação pertence ao mercado de reprografia e equipamentos administrativos. Resgatécnica atua exclusivamente em operações críticas e emergências. Nenhuma sobreposição comercial real.,Licitação de reprografia municipal. Resgatécnica não fornece equipamentos administrativos. Mercados completamente distintos.,4,0,0,0,0,4,0.0,,2026-05-04,0,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:15:26,0.011624,1318,1439,60165,0,1,9591
18675975000185-1-000047/2026,MG,Cambuí,3110608,MUNICIPIO DE CAMBUI,"EDITAL DE PREGÃO ELETRÔNICO, PELO SISTEMA DE REGISTRO DE PREÇOS, OBJETIVANDO REGISTRAR O MENOR PREÇO PARA AQUISIÇÃO DE SUPRIMENTOS E EQUIPAMENTOS DE INFORMÁTICA, COMPREENDENDO, ENTRE OUTROS: COMPUTADORES (DESKTOPS, MINI PCS E NOTEBOOKS), MONITORES, PERIFÉRICOS, COMPONENTES, EQUIPAMENTOS DE REDE, NOB…",,NAO_ADERENTE,DESCARTAR,0,llm,"Aquisição de suprimentos e equipamentos de informática (computadores, notebooks, monitores, periféricos, nobreaks) para órgãos municipais","Licitação de TI/informática. Resgatécnica atua em emergências e operações críticas, não em equipamentos administrativos de informática.","Licitação de TI/informática. Resgatécnica é especializada em equipamentos de emergência e resgate operacional, não em infraestrutura de TI administrativa.",4,0,0,0,0,4,1345889.76,,2026-05-05,1,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:08:20,0.011365,1400,1358,60165,0,1,8620
18677625000158-1-000042/2026,MG,Itapeva,3133600,MUNICIPIO DE ITAPEVA,"[Portal de Compras Públicas] - AQUISIÇÃO DE 02 (DOIS) VEÍCULOS DE CINCO LUGARES ZERO KM NA COR BRANCA PARA ATENDER A SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE ITAPEVA/MG, SENDO UM EM ATENDIMENTO À RESOLUÇÃO SES/MG 10.303 DE 14.7.2025 E OUTRO DESTINADO À VIGILÂNCIA SANITÁRIA",https://www.portaldecompraspublicas.com.br/processos/MG/Municipio-de-Itapeva-2122/PE-59-2026-2026-470913,NAO_ADERENTE,DESCARTAR,0,llm,"Aquisição de 2 veículos hatch 0 km, 5 lugares, cor branca, para Secretaria Municipal de Saúde (vigilância sanitária e atendimento conforme resolução SES/MG). Mercado: varejo automotivo convencional, saúde pública administrativa.","Licitação é para aquisição de veículos de passeio convencionais (hatch 5 lugares) destinados a vigilância sanitária e atendimento administrativo de saúde pública. Resgatécnica é fornecedora especializada em equipamentos técnico-operacionais para emergências (resgate, incêndio, mergulho, altura). Não…","Licitação fora do escopo operacional e comercial da Resgatécnica. Fornecedor especializado em equipamentos de emergência, não em varejo automotivo convencional para saúde pública.",1,0,0,0,0,1,167666.0,,2026-04-30,0,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:17:28,0.010408,1294,1140,60165,0,1,9117
18715383000140-1-001217/2025,MG,Belo Horizonte,3106200,MUNICIPIO DE BELO HORIZONTE,"Contratação de empresa especializada para a prestação de Serviços comuns de engenharia, destinados a reforma do Campo João Amazonas (Campo dos Unidos), para atendimento das demandas da Subsecretaria de Zeladoria Urbana – SUZURB, no âmbito do Programa do Ministério dos Esportes ""Apoio à Implantação e…",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=98412305910572025,NAO_ADERENTE,DESCARTAR,0,llm,"Contratação de serviços de engenharia para reforma de campo de esportes (Campo João Amazonas) em Belo Horizonte, financiado por programa do Ministério dos Esportes","Licitação é para serviços de engenharia civil e reforma de infraestrutura esportiva. Resgatécnica atua exclusivamente em equipamentos e soluções para emergências, resgate e operações críticas. Não há compatibilidade comercial, operacional ou de nicho.",Licitação completamente fora do nicho de atuação. Resgatécnica não fornece serviços de engenharia civil ou reforma de infraestrutura esportiva.,1,0,0,0,0,1,853950.7,,2026-05-07,0,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:18:36,0.009727,1207,987,60165,0,1,7417
18715409000150-1-000019/2026,MG,Santa Luzia,3157807,MUNICIPIO DE SANTA LUZIA,"Contratação de empresa especializada para a prestação de serviços de manutenção corretiva e preventiva, com fornecimento de peças, para os aparelhos de raios-X (portátil e fixos) das unidades de saúde do município, incluindo: Fornecimento e locação de digitalizadora de imagens radiológicas, bem como…",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=98515505900052026,NAO_ADERENTE,DESCARTAR,0,llm,"Manutenção corretiva e preventiva de aparelhos de raios-X (portátil e fixos), fornecimento de peças, locação de digitalizadora de imagens radiológicas, software PACS e insumos para unidades de saúde municipal","Licitação é exclusivamente de radiologia hospitalar. Resgatécnica não fornece equipamentos de raios-X, digitalizadoras radiológicas, software PACS ou manutenção de aparelhos de diagnóstico médico. Mercado completamente distinto.","Licitação de radiologia hospitalar. Resgatécnica atua em emergências e operações críticas, não em diagnóstico médico por imagem. Sem aderência comercial real.",8,0,0,0,0,8,1505595.86,,2026-05-06,0,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:02:55,0.014574,1591,2122,60165,0,1,11636
18715409000150-1-000032/2026,MG,Santa Luzia,3157807,MUNICIPIO DE SANTA LUZIA,"Aquisição eventual e futura de materiais de consumo e permanentes destinados à manutenção preventiva e corretiva dos equipamentos esportivos do Município de Santa Luzia/MG, incluindo quadras, ginásios, campos e espaços de lazer públicos",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=98515505900132026,NAO_ADERENTE,DESCARTAR,0,llm,"Aquisição de materiais de consumo e permanentes para manutenção de equipamentos esportivos municipais (quadras, ginásios, campos, espaços de lazer públicos)","Licitação destinada a manutenção de infraestrutura esportiva municipal. Resgatécnica atua exclusivamente em resposta a emergências e operações críticas, não em manutenção esportiva genérica.",Licitação de manutenção esportiva municipal. Completamente fora do nicho técnico-operacional de emergências da Resgatécnica. Sem oportunidade comercial real.,1,0,0,0,0,1,373773.18,,2026-04-30,1,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:12:18,0.009601,1105,976,60165,0,1,7323
18715441000135-1-000025/2026,MG,Sabará,3156700,MUNICIPIO DE SABARA,"Contratação de empresa para prestar serviço de locação de 01 (um) aparelho de raio x fixo digital para a Unidade de Pronto Atendimento - UPA Padre Lázaro
Pereira Crispim com instalação e manutenção preventiva e corretiva, de natureza comum, em atendimento à Secretaria Municipal de Saúde, conforme c…",,NAO_ADERENTE,DESCARTAR,0,llm,Locação de equipamento de diagnóstico médico (raio X fixo digital) para unidade de pronto atendimento hospitalar municipal,"Licitação pertence ao mercado de equipamentos médicos hospitalares. Resgatécnica é fornecedora de equipamentos operacionais para emergências e resgate, não de imagiologia ou equipamentos de diagnóstico médico fixo.",Licitação de equipamento médico hospitalar. Resgatécnica não atua em imagiologia ou equipamentos de diagnóstico fixo. Mercado completamente distinto.,1,0,0,0,0,1,0.0,,2026-04-29,0,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:16:05,0.009612,1169,966,60165,0,1,7666
18715490000178-1-000027/2026,MG,Ibirité,3129806,MUNICIPIO DE IBIRITE,"Aquisição de 01 (uma) Retroescavadeira sobre rodas, nova (zero quilômetro), para atendimento à Secretaria de Indústria, Comércio e Desenvolvimento Econômico, Agropecuária, Turismo e Segurança Pública de Ibirité",,NAO_ADERENTE,DESCARTAR,0,llm,Aquisição de retroescavadeira hidráulica nova para secretaria municipal de segurança pública e desenvolvimento econômico,"Retroescavadeira é maquinário pesado de construção civil genérico. Não se enquadra em nenhuma categoria operacional da Resgatécnica (resgate, emergência, combate a incêndio, proteção individual). Contexto dominante é infraestrutura municipal, não operações críticas.",Licitação fora do escopo comercial e operacional da Resgatécnica. Maquinário pesado genérico não é especialidade da empresa.,1,0,0,0,0,1,388586.39,,2026-04-29,0,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:08:28,0.009773,1255,989,60165,0,1,7406
18803072000132-1-000250/2025,MG,Bocaiúva,3107307,MUNICIPIO DE BOCAIUVA,"[Portal de Compras Públicas] - AQUISIÇÃO DE VAN COM ACESSIBILIDADE PARA TRANSPORTE ELETIVO DE PACIENTES EM TRATAMENTO FORA DE DOMICÍLIO, CONFORME RESOLUÇÃO SES/MG 9.604, PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE",https://portaldecompraspublicas.com.br/processos/MG/Prefeitura-Municipal-de-Bocaiuva-1325/PE-114-2025-2026-448013,NAO_ADERENTE,DESCARTAR,0,llm,Aquisição de van com acessibilidade para transporte eletivo de pacientes em tratamento fora de domicílio (TFD) pela Secretaria Municipal de Saúde,"Licitação é para transporte sanitário eletivo de pacientes em TFD, mercado completamente distinto do nicho de operações críticas e emergências da Resgatécnica.",Licitação fora do escopo operacional. Resgatécnica não atua em transporte sanitário ambulatorial ou mobilidade acessível para pacientes em TFD.,1,0,0,0,0,1,324900.0,,2026-05-04,0,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:03:04,0.010038,1301,1046,60165,0,1,8159
19198118000102-1-000137/2025,MG,Belo Horizonte,3106200,EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS - EMATER-MG,SÊMEN BOVINO PARA INSEMINAÇÃO ARTIFICIAL EM BOVINOS,https://www1.compras.mg.gov.br/n/procedimentolei14133/consulta/eletronico/visualizar/2025/360/3041099,NAO_ADERENTE,DESCARTAR,0,llm,Licitação para aquisição de sêmen bovino para inseminação artificial em rebanhos. Órgão comprador: EMATER-MG (extensão rural). Mercado: agropecuária/reprodução animal.,Licitação pertence ao mercado agropecuário de reprodução animal. Resgatécnica atua em emergências e operações críticas. Sem intersecção comercial real.,Licitação de sêmen bovino para inseminação artificial. Mercado agropecuário. Resgatécnica atua em emergências e operações críticas. Sem compatibilidade comercial real.,8,0,0,0,0,8,0.0,,2026-04-29,1,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:07:10,0.0146,1878,2071,60165,0,1,12374
19382647000153-1-000127/2026,MG,Guaraciaba,3128204,MUNICIPIO DE GUARACIABA,"Contratação de empresa especializada na prestação de serviços de, implantação, configuração, licenciamento e suporte de solução tecnológica integrada para gestão da saúde pública municipal, incluindo hospedagem em ambiente de data center, capacitação de usuários, suporte técnico operacional e integr…",https://app2.ammlicita.org.br/pesquisa/96844,NAO_ADERENTE,DESCARTAR,0,llm,"Contratação de serviços tecnológicos integrados para gestão da saúde pública municipal, incluindo implantação de e-SUS APS PEC, hospedagem em data center, licenciamento de software, business intelligence, aplicativos móveis e suporte técnico contínuo.","Licitação é exclusivamente de serviços tecnológicos de gestão de saúde pública. Resgatécnica atua em equipamentos operacionais para emergências, não em software, hospedagem, BI ou sistemas de saúde.","Licitação é exclusivamente de serviços de TI e software de gestão de saúde pública. Resgatécnica é fornecedora de equipamentos operacionais para emergências e resgate. Não há compatibilidade comercial, de mercado ou de tipo de fornecedor. Recomenda-se não participar.",7,0,0,0,0,7,237793.97,,2026-04-29,0,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:19:21,0.014904,1974,2128,60165,0,1,14162
19767532000187-1-000001/2026,MG,Conselheiro Pena,3118403,SERVICO AUTONOMO DE AGUA E ESGOTO,"Contratação de instituição bancária, regulada e autorizada pelo Banco Central do Brasil, para prestação de serviços de arrecadação integrada ao PIX das faturas de água/esgoto e outros serviços prestados pelo Serviço Autônomo de Água e Esgoto de Conselheiro Pena - SAAE, nos termos do(s) documento(s) …",https://app2.licitardigital.com.br/pesquisa/89883,NAO_ADERENTE,DESCARTAR,0,llm,Contratação de instituição bancária para prestação de serviços de arrecadação integrada ao PIX de faturas de água/esgoto. Serviço financeiro e administrativo de processamento de pagamentos.,"Licitação é para serviço bancário de arrecadação PIX. Resgatécnica é fornecedora de equipamentos operacionais para emergências. Mercados, tipo de fornecedor e contexto dominante completamente distintos.",Licitação de serviço bancário. Resgatécnica não é fornecedora de serviços financeiros ou de arrecadação. Incompatibilidade total de mercado e tipo de fornecedor.,1,0,0,0,0,1,94948.32,,2026-05-07,0,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:04:13,0.009896,1428,985,60165,0,1,7523
20431334000127-1-000020/2026,MG,Juiz de Fora,3136702,CAMARA MUNICIPAL DE JUIZ DE FORA,"[Portal de Compras Públicas] - Contratação de empresa especializada em serviços comuns de engenharia de telecomunicações na área de radiodifusão (responsabilidade técnica), para atuar na operação do canal de televisão digital da Câmara Municipal de Juiz de Fora e como responsável técnico junto a Ana…",https://www.portaldecompraspublicas.com.br/processos/MG/Camara-Municipal-de-Juiz-de-Fora-3515/PE-PE-05-2026-2026-471056,NAO_ADERENTE,DESCARTAR,0,llm,Contratação de serviço especializado de engenharia de telecomunicações na área de radiodifusão para operação de canal de TV digital e responsabilidade técnica junto à Anatel.,"Licitação pertence a mercado completamente distinto. Resgatécnica atua em equipamentos e operações de emergência, não em telecomunicações ou radiodifusão.","Licitação em mercado completamente diverso. Resgatécnica não possui expertise, portfólio ou infraestrutura em telecomunicações, radiodifusão ou operação de canais de TV digital.",1,0,0,0,0,1,155580.96,,2026-04-29,0,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:18:28,0.00982,1213,1009,60165,0,1,7219
20622890000180-1-000226/2025,MG,Governador Valadares,3127701,MUNICIPIO DE GOVERNADOR VALADARES,"Registro de preços para eventual aquisição de uniformes, jalecos e botas de segurança para atender à demanda dos setores da Secretaria Municipal de Saúde do município de Governador Valadares",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=92660705900662025,NAO_ADERENTE,DESCARTAR,0,llm,"Aquisição de uniformes, jalecos e botas de segurança para Secretaria Municipal de Saúde (setor administrativo/hospitalar genérico)","Licitação voltada para uniformes e jalecos de rotina hospitalar genérica. Resgatécnica fornece EPI técnico-operacional especializado (combate a incêndio, resgate, altura, espaço confinado), não vestuário administrativo ou de higiene hospitalar comum.","Licitação de uniformes administrativos/hospitalares genéricos. Resgatécnica é especialista em EPI técnico-operacional de emergência (resgate, incêndio, altura, espaço confinado). Mercados completamente distintos. Sem aderência comercial real.",9,0,0,0,0,9,273773.8,,2026-04-30,1,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:00:25,0.015178,1466,2298,60165,0,1,51659
20622890000180-1-000253/2025,MG,Governador Valadares,3127701,MUNICIPIO DE GOVERNADOR VALADARES,"Aquisição de veículo automotor tipo ambulância, categoria tipo a (simples remoção), para atender as necessidades da Secretaria Municipal de Saúde do município de Governador Valadares, conforme especificações e normas vigentes. Resolução 9.332, 08 de fevereiro De 2024 – Valor (R$ 241.316,00) e Resolu…",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=92660705901262025,NAO_ADERENTE,DESCARTAR,0,llm,Aquisição de ambulância tipo A (simples remoção) e veículo furgão para Secretaria Municipal de Saúde. Mercado de transporte sanitário municipal genérico.,"Licitação é para ambulância e furgão de transporte sanitário municipal genérico. Resgatécnica atua em operações críticas especializadas, não em transporte sanitário de rotina.","Licitação é para transporte sanitário municipal genérico. Resgatécnica é especialista em operações críticas, não fornecedora de ambulâncias ou furgões comerciais de rotina. Sem aderência comercial real.",2,0,0,0,0,2,541766.66,,2026-05-04,0,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:03:22,0.010721,1220,1233,60165,0,1,9002
21947619000188-1-000011/2026,MG,Belo Horizonte,3106200,CONSELHO REGIONAL DE FISIOTERAPIA E TERAPIA OCUPACIONAL DA 4 REGIAO,"Contratação de empresa especializada para aquisição de equipamentos de rede e segurança da informação, incluindo a instalação e configuração de todos os ativos e acessórios com o objetivo de se estruturar a rede cabeada e wi-fi, bem como o treinamento e suporte técnico ao departamento DTI para o ple…",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=38910305900022026,NAO_ADERENTE,DESCARTAR,0,llm,"Infraestrutura de rede e segurança da informação para órgão administrativo (CREFITO-4). Licitação para aquisição de equipamentos de rede cabeada, wireless, comutadores, gateways e serviços de instalação/configuração de conectividade de dados.","Licitação pertence ao mercado de TI corporativa. Resgatécnica atua em operações críticas/emergências, não em infraestrutura de redes administrativas.",Licitação 100% fora do escopo. Mercado TI corporativo incompatível com especialização operacional da Resgatécnica.,8,0,0,0,0,8,120393.08,,2026-04-29,0,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:18:49,0.014236,1554,2045,60165,0,1,12663
22675359000100-1-000006/2026,MG,Montes Claros,3143302,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,REALIZAÇÃO DE EXAMES LABORATORIAIS DE APOIO,https://www1.compras.mg.gov.br/n/procedimentolei14133/consulta/eletronico/visualizar/2026/90/2311076,NAO_ADERENTE,DESCARTAR,0,llm,Licitação para contratação de serviços de realização de exames laboratoriais de apoio por universidade estadual. Mercado de diagnóstico clínico e análises laboratoriais.,"Licitação pertence ao mercado de serviços laboratoriais clínicos. Resgatécnica atua em equipamentos operacionais de emergência, não em diagnóstico laboratorial.",Licitação fora do escopo operacional da empresa. Resgatécnica não atua em serviços laboratoriais clínicos.,1,0,0,0,0,1,220000.0,,2026-05-05,0,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:11:06,0.009451,1072,945,60165,0,1,6823
23664303000104-1-000018/2026,MG,Poços de Caldas,3151800,DME DISTRIBUICAO S.A. - DMED,"Aquisição de TRANSFORMADORES TRIFÁSICOS, conforme especificações anexas ao EDITAL.  (A DESCRIÇÃO dos itens a ser considerada é a do EDITAL (Anexo IV) e não a do Comprasnet).                                                                      ",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=92668105900162026,NAO_ADERENTE,DESCARTAR,0,llm,Aquisição de transformadores trifásicos para distribuição de energia elétrica por concessionária de energia (DME Distribuição S.A.),"Licitação de transformadores de distribuição elétrica. Resgatécnica atua em emergências e operações críticas, não em infraestrutura de energia ou equipamentos de potência.",Licitação totalmente fora do escopo. Resgatécnica não fornece transformadores de potência ou equipamentos de infraestrutura de energia elétrica. Mercado completamente distinto.,4,0,0,0,0,4,0.0,,2026-04-30,0,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:05:09,0.011376,1248,1391,60165,0,1,10488
23804149000129-1-000181/2026,MG,Ponte Nova,3152105,MUNICIPIO DE PONTE NOVA,Registro de Preço para Futura e Eventual aquisição de aparelhos de ar condicionado,https://app2.licitardigital.com.br/pesquisa/96464,NAO_ADERENTE,DESCARTAR,0,llm,Aquisição de aparelhos de ar condicionado tipo Split Inverter para uso administrativo/conforto em prédios públicos municipais,"Licitação de ar condicionado residencial/comercial. Resgatécnica atua em emergências operacionais, não em climatização predial.","Licitação de climatização predial. Resgatécnica é especialista em equipamentos operacionais de emergência, não em conforto ambiental administrativo. Sem sinergia comercial, técnica ou de mercado.",5,0,0,0,0,5,862711.37,,2026-05-14,1,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:16:15,0.012224,1399,1573,60165,0,1,9160
24380651000112-1-000018/2026,MG,São Gonçalo do Rio Abaixo,3161908,MUNICIPIO DE SAO GONCALO DO RIO ABAIXO,"REGISTRO DE PREÇOS PARA FUTURAE EVENTUAL AQUISIÇÃO DE FRALDAS DESCARTAVEIS GERIATRICAS E INFANTIS QUE ATENDA AOS PACIENTES COM NECESSIDADES ESPECIFICAS ATENDENDO AS NECESSIDADES DO SETOR DE SERVIÇO SOCIAL, UNIDADE DA SECRETARIA MUNICIPAL DE SAUDE DE SGRA-MG.",https://app2.licitardigital.com.br/pesquisa/95408,NAO_ADERENTE,DESCARTAR,0,llm,Aquisição de fraldas descartáveis geriátricas e infantis para setor de serviço social de secretaria municipal de saúde,"Licitação pertence a mercado de consumíveis hospitalares genéricos. Resgatécnica é fornecedora especializada em equipamentos técnico-operacionais de emergência, não em insumos de saúde pública rotineira.",Licitação de consumíveis hospitalares genéricos. Resgatécnica não atua neste mercado. Sem aderência comercial real.,4,0,0,0,0,4,2312720.0,,2026-05-06,1,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:06:41,0.011855,1337,1493,60165,0,1,10092
25223983000156-1-000010/2026,MG,Montezuma,3143450,MUNICIPIO DE MONTEZUMA,"PRESTAÇÃO DE SERVIÇOS ESPECIALIZADOS EM ASSISTÊNCIA TÉCNICA PRA MANUTENÇÃO PREVENTIVA E CORRETIVA EM EQUIPAMENTOS DE INFORMÁTICA, MICRO COMPUTADORES, SERVIDORES, NOTEBOOKS, IMPRESSORAS A JATO DE TINTA, MATRICIAIS E A LASER E CORRELATOS, REDE DE COMUTADORES, INCLUINDO REVISÃO GERAL, LIMPEZA E SUBSTIT…",https://app2.licitardigital.com.br/pesquisa/95650,NAO_ADERENTE,DESCARTAR,0,llm,"Prestação de serviços de assistência técnica, manutenção preventiva e corretiva em equipamentos de informática (computadores, servidores, notebooks, impressoras, redes), incluindo acesso remoto","Licitação é de TI/informática. Resgatécnica atua em emergências, resgate e operações críticas. Mercados completamente distintos.","Licitação de TI/informática. Resgatécnica é especialista em resgate, emergências e operações críticas. Sem sobreposição comercial ou técnica.",1,0,0,0,0,1,33745.44,,2026-04-29,0,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:06:57,0.009684,1274,963,60165,0,1,7188
38515573000120-1-000011/2026,MG,Santana do Paraíso,3158953,MUNICIPIO DE SANTANA DO PARAISO,"Registro de preços para aquisição de materiais, equipamentos e periféricos de informática visando atender a demanda das secretarias municipais de Santana do Paraíso/MG.",https://app2.ammlicita.org.br/pesquisa/89325,NAO_ADERENTE,DESCARTAR,0,llm,"Aquisição de equipamentos de informática (computadores, periféricos) para secretarias municipais","Licitação exclusivamente de TI/informática. Resgatécnica atua em emergências e operações críticas, não em fornecimento de computadores ou periféricos administrativos.",Licitação de TI/informática. Resgatécnica não atua neste mercado. Sem aderência comercial real.,3,0,0,0,0,3,4476651.53,,2026-05-07,1,Divulgada no PNCP,anthropic,claude-haiku-4-5,2026-04-22T01:00:34,0.010555,1237,1188,60165,0,1,7991
