processo,uf,municipio,parecer_licitacao,modo_processamento,numeroItem,descricao,classificacao,grau_confianca,produto_referencia,categoria_portfolio,subcategoria_portfolio,motivos_pro,motivos_contra,sinais_lexicais,observacao
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,11,BATATA DOCE FRESCA EM BOM ESTADO DE CONSERVACAO LIVRE DE SUJIDADES E PARASITAS TAMANHO PADRONIZADO MEDIO,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,12,"BOLACHA DOCE TIPO MARIA MAISENA SABOR COCO LEITE OU CHOCOLATE PACOTE COM 1,5 KG MARCA COM QUALIDADE IGUAL OU SUPERIOR A KROKERO",NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,13,CANELA EM PO MARCA DE 1 LINHA PRAZO DE VALIDADE MINIMO DE 6 MESES.PACOTE COM 100G MARCA IGUAL OU SUPERIOR A PACHA KITANO,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,14,CANJICA GROSSA BRANCA PACOTE COM 500 GRAMAS 1 LINHA PRAZO DE VALIDADE MINIMO DE 6 MESES MARCA IGUAL OU SUPERIOR A YOKI SINHA,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,15,CANJIQUINHA AMARELA FINA PACOTE COM 1KG 1 LINHA PRAZO DE VALIDADE MINIMO DE 6 MESES MARCA IGUAL OU SUPERIOR A SAO JOAO YOKI SINHA,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,16,ACEM PICADO CARNE BOVINA DE 2 EM CUBOS DE TAMANHOS PADRONIZADOS E UNIFORMESAPROXIMADAMENTE 3 X3 CM MAGRA E NO MAXIMO COM 10 DE SEBO E GORDURA COM ASPECTO COR  CHEIRO E SABOR PROPRIOS EMBALADA EM SACO PLASTICO TRANSPARENTEATOXICO ISENTA DE ADITIVOS OU SUBSTANCIAS ESTRANHAS AO PRODUTO QUE SEJAM IMPROPRIAS AO CONSUMO E QUE ALTEREM SUAS CARACTERISTICAS NATURAIS FISICAS QUIMICAS E ORGANOLEPTICAS INSPEC…,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,17,CARNE BOVINA DE 2 MOIDA MAGRA ACEM  CARNE BOVINA ACEM MOIDA RESFRIADA E NO MÁXIMO 10 DE SEBO E GORDURA COM ASPECTO COR CHEIRO E SABOR PROPRIOS EMBALADA EM SACO PLASTICO TRANSPARENTE ATOXICO ISENTA DE ADITIVOS OU SUBSTANCIAS ESTRANHAS AO PRODUTO QUE SEJAM IMPROPRIAS AO CONSUMO E QUE ALTEREM SUAS CARACTERISTICAS NATURAIS FISICAS QUIMICAS E ORGANOLEPTICAS INSPECIONADAS PELO MINISTERIO DA AGRICULTURA.…,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,18,"CARNE SUINA  LOMBO FRESCA TEOR MAXIMO DE GORDURA 10 COM ASPECTO, COR CHEIRO E SABOR PROPRIOS EMBALADA EM SACO PLASTICO TRANSPARENTE,ATOXICO ISENTA DE ADITIVOS OU SUBSTANCIAS ESTRANHAS AO PRODUTO QUE SEJAM IMPROPRIAS AO CONSUMO E QUE ALTEREM SUAS CARACTERISTICAS NATURAIS FISICAS QUIMICAS E ORGANOLEPTICAS INSPECIONADAS PELO MINISTERIO DA AGRICULTURA VALIDADE MÍNIMA 01 ANO A PARTIR DA DATA DE FABRICA…",NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,19,CARNE SUINA  FRESCA PERNIL SEM OSSO. COM ASPECTO COR CHEIRO E SABOR PROPRIOSEMBALADA EM SACO PLASTICO TRANSPARENTE ATOXICO ISENTA DE ADITIVOS OU SUBSTANCIAS ESTRANHAS AO PRODUTO QUE SEJAM IMPROPRIAS AO CONSUMO E QUE ALTEREM SUAS CARACTERISTICAS NATURAIS FISICAS QUIMICAS E ORGANOLEPTICAS INSPECIONADAS PELO MINISTERIO DA AGRICULTURA. VALIDADE MINIMO 01 ANO A PARTIR DA DATA DE FABRICACAO A DATA DE EN…,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,20,CEBOLA DE CABEÇA BRANCA TAMANHO PADRONIZADO MEDIO FRESCA. NAO DEVERA APRESENTAR DANOS DE ORIGEM FISICA OU MECANICA QUE AFETE SUA APARENCIA,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,21,CENOURA VERMELHA FRESCA EM BOM ESTADO LIVRE DE SUJIDADES PARASITASPUTREFACAO DEFORMIDADES NAO DEVERA APRESENTAR DANOS DE ORIGEM FIÍSICA OU MECANICA QUE AFETE SUA APARANCIA,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,22,CHUCHU FRESCO EM BOM ESTADO LIVRE DE SUJIDADES PARASITAS  PUTREFACAO DEFORMIDADES  NAO DEVERA APRESENTAR DANOS DE ORIGEM FISICA OU MECANICA QUE AFETE SUA APARENCIA,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,23,COCO RALADO COCO RALADO SECO SEM ACUCAR PROCEDENTE DE FRUTOS SAOS E MADUROS NAO PODERA APRESENTAR CHEIRO ALTERADO OU RANCOSO COM ASPECTOS DE FRAGMENTOS SOLTOS E DE COR BRANCA. PARCIALMENTE DESENGORDURADO COM TEOR MINIMO DE LIPIDIO DE 3G EM 100G PRAZO DE VALIDADE MINIMO DE 3 MESES MARCA IGUAL OU SUPERIOR A DUCOCO SOCOCO MENINA PACOTE DE 200 G,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,24,CORANTE PARA ALIMENTOS URUCUM PACOTE CONTENDO 500G EMBALAGEM RESISTENTE E APROPRIADA. PRODUTO LIVRE DE SUJIDADES E REGISTRADO SINHA KITANO,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,25,EXTRATO DE TOMATE  SACHE COM 350G  1 LINHA MARCA IGUAL OU SUPERIOR A QUEROPOMAROLA. PRODUTO ENTREGUE COM PRAZO DE VALIDADE MÍNIMO DE 3 MESES A VENCER  A CONTAR DA DATA DE ENTREGA EMBALAGEM RESISTENTE E APROPRIADA. PRODUTO LIVRE DE SUJIDADES E REGISTRADO,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,26,"FARINHA DE TRIGO ESPECIAL COM FERMENTO ENRIQUECIDA COM FERRO E ACIDO FOLICO, PACOTE CONTENDO 1 KG PRAZO DE VALIDADE MINIMA DE 6 MESES A CONTAR DA DATA DE ENTREGA  MARCA IGUAL OU SUPERIOR A VILMA DONA BENTA EMBALAGEM RESISTENTE E APROPRIADA PRODUTO LIVRE DE SUJIDADES E REGISTRADO",NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,27,"FARINHA DE TRIGO ESPECIAL SEM FERMENTO ENRIQUECIDA COM FERRO E ACIDO FOLICO, PACOTE CONTENDO 1 KG PRAZO DE VALIDADE MINIMO DE 6 MESES A CONTAR DA DATA DE ENTREGA MARCA IGUAL OU SUPERIOR A VILMA DONA BENTA  EMBALAGEM RESISTENTE E APROPRIADA PRODUTO LIVRE DE SUJIDADES E REGISTRADO",NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,28,FARINHA DE MILHO PACOTE 1 KG PRAZO DE VALIDADE MÍNIMO DE 6 MESES A CONTAR DA DATA DE ENTREGA MARCA IGUAL OU SUPERIOR A AMAFIL YOKI SINHA EMBALAGEM RESISTENTE E APROPRIADA  PRODUTO LIVRE DE SUJIDADES E REGISTRADO,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,29,FARINHA DE MANDIOCA FINA TORRADA  PACOTE DE 1 KG VALIDADE MINIMA DE 01 ANO EMBALAGEM RESISTENTE E APROPRIADA. PRODUTO LIVRE DE SUJIDADES E REGISTRADO MARCA IGUAL OU SUPERIOR A ANCHIETA YOKI,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,30,"FEIJAO,CARIOCA TIPO 1 PRAZO DE VALIDADE MINIMO DE 01 ANO PACOTE DE 1 KG MARCA  IGUAL OU SUPERIOR A CAMIL KICALDO PRODUTO LIVRE DE SUJIDADES E PARASITAS ACONDICIONADO EM EMBALAGEM APROPRIADA E INTEGRA.",NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,31,FEIJAO PRETO TIPO 1 PRAZO DE VALIDADE MINIMO DE 01 ANO PACOTE DE 1 KG MARCA IGUAL OU SUPERIOR A CAMIL  KICALDO PRODUTO LIVRE DE SUJIDADES E PARASITAS ACONDICIONADO EM EMBALAGEM APROPRIADA E INTEGRA,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,32,FERMENTO EM PO QUIMICO EMBALAGEM DE 250G CONTENDO AMIDO DE MILHO OU FECULA DE MANDIOCA FOSFATO MONOSSODICO BICARBONATO DE SODIO E CARBONATO DE CALCIO VALIDADE MINIMA DE 6 MESES A CONTAR DA DATA DA ENTREGA DO PRODUTO,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,33,FILE DE FRANGO RESFRIADO KG FILE DE FRANGO COM ESPESSURA MEDIA EM CORTES UNIFORMES E PADRONIZADOS DE APROXIMADAMENTE 150G CADA SEM PELE SEM OSSO DEVERA SER ENTREGUE A NO MAXIMO 4ºC ENTREGAR EMBALAGENS DE 01KG ROTULAGEM O PRODUTO DEVERA SER ROTULADO DE ACORDO COM A LEGISLACAO VIGENTE NO ROTULO DA EMBALAGEM DEVERAO SER IMPRESSAS DE FORMA CLARA AS SEGUINTES INFORMACOES IDENTIFICACAO DO PRODUTO INCLUS…,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,34,FRANGO PEITO COM OSSO  MANIPULADA EM CONDICOES HIGIENICAS PROVENIENTES DE ANIMAIS SADIOS ABATIDOS SOB INSPECAO VETERINARIA DEVENDO SER ENTREGUE A TEMPERATURA ENTRE 0 A 4ºC PRAZO DE VALIDADE MINIMO DE 6 MESES NA ENTREGA DO PRODUTO DEVERA TER DATA DE FABRICACAO MAXIMA DE 30 DIAS EMBALAGEM O PRODUTO DEVERA ESTAR ACONDICIONADO EM EMBALAGEM PLASTICA FLEXIVEL ATOXICA RESISTENTE TRANSPARENTE ROTULAGEM O …,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,35,COXA E SOBRECOXA DE FRANGO SEM ADICAO DE SAL E DE TEMPEROS MANIPULADA EM CONDICOES HIGIENICAS PROVENIENTES DE ANIMAIS SADIOS ABATIDOS SOB INSPECAO VETERINARIA DEVENDO SER ENTREGUE A TEMPERATURA ENTRE 0 A 4ºC APROXIMADAMENTE ENTRE 300 A 350G CADA PORCAO PRAZO DE VALIDADE MÍNIMO DE 6 MESES  NA ENTREGA DO PRODUTO DEVERA TER DATA DE FABRICACAO MAXIMA DE 30 DIAS EMBALAGEM O PRODUTO DEVERA ESTAR ACONDIC…,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,36,FUBA AMARELO PENEIRADO TIPO 1 VALIDADE MINIMA DE 6 MESES A CONTAR DA DATA DE ENTREGA. PACOTE COM 1 KG MARCA IGUAL OU SUPIOROR A YOKI SINHA PRODUTO LIVRE DE SUJIDADES E PARASITAS ACONDICIONADO EM EMBALAGEM APROPRIADA E INTEGRA.,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,37,GELATINA SABORES VARIADOS UNIDADES DE 30G PRODUTO LIVRE DE SUJIDADES E PARASITAS ACONDICIONADO EM EMBALAGEM APROPRIADA E INTEGRA. MARCA OU IGUAL OU SUPERIOR A DR OETKER ROYAL SOL.,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,38,INHAME FRESCO EM BOM ESTADO DE CONSERVACAO TAMANHO PADRONIZADO MEDIO LIVRE DE SUJIDADES E PARASITAS,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,39,LARANJA DE 1 QUALIDADE TAMANHO MEDIO GRAU MEDIO DE AMADURECIMENTO,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,40,LEITE EM PO INTEGRAL INSTANTANEO EMBALAGEM ALUMINIZADA COM VALOR ENERGETICO MEDIO DE 100 A 140 KCAL E VALOR E PROTEICO DE 6 A 8G POR PORCAO DE 26G MARCA IGUAL OU SUPERIOR A NUTRIL  CEMIL. PACOTE CONTENDO 400 GRS,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,41,LEITE LIQUIDO INTEGRAL UHT EMBALAGEM EM CAIXA DE 1 LITRO TETRAPAQUE  COM PRAZO DE VENCIMENTO DE NO MINIMO 3 MESES A CONTAR DA DATA DE ENTREGA,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,42,LEITE LIQUIDO INTEGRAL UHT SEM LACTOSE EMBALAGEM EM CAIXA DE 1 LITRO TETRAPAQUECOM PRAZO DE VENCIMENTO DE NO MINIMO 3 MESES A CONTAR DA DATA DE ENTREGA,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,43,"LENTILHA PACOTE DE 500G O PRODUTO DEVERA ESTAR EM BOM ESTADO DE CONSERVACAO,ISENTO DE PROCESSOS DE FERMENTACAO MOFO ODOR ESTRANHO E SUBSTANCIAS NOCIVAS A SAUDE DEVE POSSUIR REGISTRO NO MINISTERIO DA AGRICULTURA O PRODUTO DEVERA SER DA SAFRA CORRENTE CARACTERISTICAS SENSORIAIS ORGANOLEPTICAS ASPECTO DE GRAOS COR ODOR E SABOR PROPRIOS EMBALAGEM DEVE SER LIMPA  RESISTENTE E ESTAR INTACTA EM BOM ESTAD…",NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,44,"LINGUIÇA DEFUMADA TIPO CALABRESA MANIPULADA EM CONDICOES HIGIENICASPROVENIENTES DE ANIMAIS SADIOS ABATIDOS SOB INSPECAO VETERINARIA DEVENDO SER ENTREGUE A TEMPERATURA ENTRE 0 A 4ºC COM PESO DE 1000G CADA PORCAO PRAZO DE VALIDADE MÍNIMO DE 6 MESES NA ENTREGA DO PRODUTO DEVERA TER DATA DE FABRICACAO  MAXIMA DE 15 DIAS. EMBALAGEM O PRODUTO DEVERA ESTAR ACONDICIONADO EM EMBALAGEM PLASTICA,FLEXIVEL, AT…",NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,45,MACA NACIONAL  FRUTA DE BOA QUALIDADE SEM DEFEITOS SERIOS APRESENTANDO TAMANHO COR E CONFORMACAO UNIFORME FRUTA BEM DESENVOLVIDA E MADURA A CASCA DEVE ESTAR LIVRE DE RACHADURAS PERFURACOES OU APODRECIMENTOS,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,46,MARGARINA COM 60 A 80 DE LIPIDIOS APRESENTACAO ASPECTO CHEIRO SABOR E COR PECULIARES AOS MESMOS E DEVERAO ESTAR ISENTOS DE RANCO E DE OUTRAS CARACTERISTICAS INDESEJAVEIS  EMBALAGEM DE 500G ENTREGAR O PRODUTO REFRIGERADO MARCA IGUAL OU SUPERIOR A QUALY DORIANA DELICIA. LIVRE DE GORDURA TRANS,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,47,MACARRAO LETRINHA  EMBALAGEM PADRONIZADA DE 500G PRAZO DE VALIDADE 1 ANO MARCA IGUAL OU SUPERIOR A ADRIA DONA BENTA  SANTA AMALIA,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,48,MACARRAO PICADO TIPO AVE MARIA  PACOTE COM 500 GRAMAS PRAZO DE VALIDADE MINIMA DE 01 ANO EMBALAGEM DEVE SER LIMPA RESISTENTE E ESTAR INTACTA EM BOM ESTADO DE CONSERVACAO E HIGIENE. PRAZO DE FABRICACAO MAXIMO 30 DIAS PACOTE ENTRE 500G MARCA IGUAL OU SUPERIOR A ADRIA  DONA BENTA  SANTA AMALIA,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,49,"MACARRAO COMPRIDO TIPO ESPAGUETE PACOTE COM 01 KG (SEMOLA DE TRIGO ENRIQUECIDA COM FERRO E ACIDO FOLICO E FARINHA DE TRIGO ENRIQUECIDA COM FERRO E ACIDO VALIDADE MINIMA DE 01 ANO EMBALAGEM DEVE SER LIMPA RESISTENTE E ESTAR INTACTA EM BOM ESTADO DE CONSERVACAO E HIGIENE. PRAZO DE FABRICACAO MAXIMO 30 DIAS PACOTE ENTRE 500G A 1KG MARCA IGUAL OU SUPERIOR A ADRIA,DONA BENTA SANTA AMALIA",NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18307447000173-1-000019/2026,MG,Paulistas,NAO_ADERENTE,pre_filtro,50,MACARRAO PARAFUSO   PACOTE COM 500 GRAMAS PRAZO DE VALIDADE MINIMA DE 01 ANO EMBALAGEM DEVE SER LIMPA RESISTENTE E ESTAR INTACTA EM BOM ESTADO DE CONSERVACAO E HIGIENE PRAZO DE FABRICACAO MAXIMO 30 DIAS PACOTE ENTRE 500G MARCA IGUAL OU SUPERIOR A ADRIA DONA BENTA SANTA AMALIA,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['alimentos', 'merenda', 'generos alimenticios']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
